,datetime,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
0,2013-03-01,Aotizhongxin,7.125,10.75,11.708333333333334,22.583333333333332,429.1666666666667,63.875,1.3916666666666666,1026.875,-18.745833333333334,0.0,3.2541666666666664
1,2013-03-01,Changping,5.083333333333333,18.958333333333332,16.041666666666668,15.333333333333334,387.5,77.79166666666667,0.8125,1023.8583333333332,-19.583333333333332,0.0,2.1333333333333333
2,2013-03-01,Dingling,6.375,6.409090909090909,3.0,2.625,204.16666666666666,81.95833333333333,0.8125,1023.8583333333332,-19.583333333333332,0.0,2.1333333333333333
3,2013-03-01,Dongsi,6.416666666666667,9.875,8.478260869565217,28.52173913043478,395.6521739130435,72.78260869565217,1.325,1028.7833333333333,-21.46666666666667,0.0,3.3083333333333336
4,2013-03-01,Guanyuan,7.541666666666667,11.666666666666666,8.5,28.5,400.0,63.166666666666664,1.3916666666666666,1026.875,-18.745833333333334,0.0,3.2541666666666664
5,2013-03-01,Gucheng,8.625,16.875,7.391304347826087,14.25,869.5652173913044,77.1304347826087,1.6916666666666667,1024.8166666666666,-19.691666666666666,0.0,2.35
6,2013-03-01,Huairou,7.541666666666667,12.375,15.956521739130435,12.35,339.1304347826087,78.21739130434783,0.016666666666666646,1023.7833333333333,-21.941666666666666,0.0,2.9333333333333336
7,2013-03-01,Nongzhanguan,6.458333333333333,10.833333333333334,9.25,27.708333333333332,341.6666666666667,72.08333333333333,1.325,1028.7833333333333,-21.46666666666667,0.0,3.3083333333333336
8,2013-03-01,Shunyi,8.083333333333334,9.333333333333334,3.0,13.0,352.17391304347825,62.47826086956522,0.5416666666666666,1029.6416666666667,-20.6375,0.0,3.1666666666666665
9,2013-03-01,Tiantan,8.625,14.458333333333334,8.875,21.583333333333332,450.0,68.08333333333333,1.325,1028.7833333333333,-21.46666666666667,0.0,3.3083333333333336
10,2013-03-01,Wanliu,8.0,14.291666666666666,11.652173913043478,32.43478260869565,395.6521739130435,46.34782608695652,1.3916666666666666,1026.875,-18.745833333333334,0.0,3.2541666666666664
11,2013-03-01,Wanshouxigong,8.041666666666666,10.75,7.434782608695652,18.26086956521739,326.0869565217391,57.21739130434783,2.0625,1025.9041666666667,-19.708333333333332,0.0,2.6083333333333334
12,2013-03-02,Aotizhongxin,30.75,42.083333333333336,36.625,66.66666666666667,824.9166666666666,29.75,0.6166666666666667,1026.8500000000001,-15.9375,0.0,1.4791666666666667
13,2013-03-02,Changping,33.333333333333336,39.833333333333336,41.69565217391305,60.78260869565217,969.5652173913044,28.652173913043477,-0.3958333333333333,1023.7291666666666,-16.116666666666667,0.0,0.9291666666666667
14,2013-03-02,Dingling,34.041666666666664,41.708333333333336,25.083333333333332,56.375,875.0,24.708333333333332,-0.3958333333333333,1023.7291666666666,-16.116666666666667,0.0,0.9291666666666667
15,2013-03-02,Dongsi,30.5,40.583333333333336,28.291666666666668,58.5,966.5833333333334,37.791666666666664,0.49166666666666664,1028.8500000000001,-16.962500000000002,0.0,0.7916666666666666
16,2013-03-02,Guanyuan,26.375,34.875,28.695652173913043,63.608695652173914,860.7826086956521,35.166666666666664,0.6166666666666667,1026.8500000000001,-15.9375,0.0,1.4791666666666667
17,2013-03-02,Gucheng,36.916666666666664,51.375,37.291666666666664,37.56521739130435,1479.0416666666667,39.583333333333336,0.8208333333333333,1024.8999999999999,-16.3375,0.0,1.0875000000000001
18,2013-03-02,Huairou,32.708333333333336,41.375,40.0112,49.8534875,765.1739130434783,35.00501666666667,-0.9916666666666667,1023.6875,-16.241666666666667,0.0,1.575
19,2013-03-02,Nongzhanguan,28.75,37.708333333333336,33.95652173913044,64.73913043478261,986.8695652173913,40.166666666666664,0.49166666666666664,1028.8500000000001,-16.962500000000002,0.0,0.7916666666666666
20,2013-03-02,Shunyi,32.625,38.130434782608695,20.208333333333332,47.583333333333336,920.8333333333334,40.416666666666664,0.08333333333333333,1029.4666666666667,-16.275000000000002,0.0,1.3458333333333332
